"V1","V2"
240.57,32.9
240.615,32.9
240.66,32.9
240.705,32.9
240.75,32.9
240.795,32.9
240.84,32.9
240.885,32.9
240.93,32.9
240.975,32.9
241.02,32.9
241.065,32.9
241.11,32.9
241.155,32.9
241.2,32.9
241.245,32.9
241.29,32.9
241.335,32.9
241.38,32.9
241.425,32.9
241.47,32.9
241.515,32.9
241.56,32.9
241.605,32.9
241.65,32.9
241.695,32.9
241.74,32.9
241.785,32.9
241.83,32.9
241.875,32.9
241.92,32.9
241.965,32.9
242.01,32.9
242.055,32.9
242.1,32.9
242.145,32.9
242.19,32.9
242.235,32.9
242.28,32.9
242.325,32.9
242.37,32.9
242.415,32.9
242.46,32.9
242.505,32.9
242.55,32.9
242.595,32.9
242.64,32.9
242.685,32.9
242.73,32.9
242.775,32.9
242.82,32.9
242.865,32.9
242.91,32.9
242.955,32.9
243,32.9
238.275,32.945
238.32,32.945
238.365,32.945
238.41,32.945
238.455,32.945
238.5,32.945
238.545,32.945
238.59,32.945
238.635,32.945
238.68,32.945
238.725,32.945
238.77,32.945
238.815,32.945
238.86,32.945
238.905,32.945
238.95,32.945
238.995,32.945
239.04,32.945
239.085,32.945
239.13,32.945
239.175,32.945
239.22,32.945
239.265,32.945
239.31,32.945
239.355,32.945
239.4,32.945
239.445,32.945
239.49,32.945
239.535,32.945
239.58,32.945
239.625,32.945
239.67,32.945
239.715,32.945
239.76,32.945
239.805,32.945
239.85,32.945
239.895,32.945
239.94,32.945
239.985,32.945
240.03,32.945
240.075,32.945
240.12,32.945
240.165,32.945
240.21,32.945
240.255,32.945
240.3,32.945
240.345,32.945
240.39,32.945
240.435,32.945
240.48,32.945
240.525,32.945
240.57,32.945
240.615,32.945
240.66,32.945
240.705,32.945
240.75,32.945
240.795,32.945
240.84,32.945
240.885,32.945
240.93,32.945
240.975,32.945
241.02,32.945
241.065,32.945
241.11,32.945
241.155,32.945
241.2,32.945
241.245,32.945
241.29,32.945
241.335,32.945
241.38,32.945
241.425,32.945
241.47,32.945
241.515,32.945
241.56,32.945
241.605,32.945
241.65,32.945
241.695,32.945
241.74,32.945
241.785,32.945
241.83,32.945
241.875,32.945
241.92,32.945
241.965,32.945
242.01,32.945
242.055,32.945
242.1,32.945
242.145,32.945
242.19,32.945
242.235,32.945
242.28,32.945
242.325,32.945
242.37,32.945
242.415,32.945
242.46,32.945
242.505,32.945
242.55,32.945
242.595,32.945
242.64,32.945
242.685,32.945
242.73,32.945
242.775,32.945
242.82,32.945
242.865,32.945
242.91,32.945
242.955,32.945
243,32.945
238.05,32.99
238.095,32.99
238.14,32.99
238.185,32.99
238.23,32.99
238.275,32.99
238.32,32.99
238.365,32.99
238.41,32.99
238.455,32.99
238.5,32.99
238.545,32.99
238.59,32.99
238.635,32.99
238.68,32.99
238.725,32.99
238.77,32.99
238.815,32.99
238.86,32.99
238.905,32.99
238.95,32.99
238.995,32.99
239.04,32.99
239.085,32.99
239.13,32.99
239.175,32.99
239.22,32.99
239.265,32.99
239.31,32.99
239.355,32.99
239.4,32.99
239.445,32.99
239.49,32.99
239.535,32.99
239.58,32.99
239.625,32.99
239.67,32.99
239.715,32.99
239.76,32.99
239.805,32.99
239.85,32.99
239.895,32.99
239.94,32.99
239.985,32.99
240.03,32.99
240.075,32.99
240.12,32.99
240.165,32.99
240.21,32.99
240.255,32.99
240.3,32.99
240.345,32.99
240.39,32.99
240.435,32.99
240.48,32.99
240.525,32.99
240.57,32.99
240.615,32.99
240.66,32.99
240.705,32.99
240.75,32.99
240.795,32.99
240.84,32.99
240.885,32.99
240.93,32.99
240.975,32.99
241.02,32.99
241.065,32.99
241.11,32.99
241.155,32.99
241.2,32.99
241.245,32.99
241.29,32.99
241.335,32.99
241.38,32.99
241.425,32.99
241.47,32.99
241.515,32.99
241.56,32.99
241.605,32.99
241.65,32.99
241.695,32.99
241.74,32.99
241.785,32.99
241.83,32.99
241.875,32.99
241.92,32.99
241.965,32.99
242.01,32.99
242.055,32.99
242.1,32.99
242.145,32.99
242.19,32.99
242.235,32.99
242.28,32.99
242.325,32.99
242.37,32.99
242.415,32.99
242.46,32.99
242.505,32.99
242.55,32.99
242.595,32.99
242.64,32.99
242.685,32.99
242.73,32.99
242.775,32.99
242.82,32.99
242.865,32.99
242.91,32.99
242.955,32.99
243,32.99
238.005,33.035
238.05,33.035
238.095,33.035
238.14,33.035
238.185,33.035
238.23,33.035
238.275,33.035
238.32,33.035
238.365,33.035
238.41,33.035
238.455,33.035
238.5,33.035
238.545,33.035
238.59,33.035
238.635,33.035
238.68,33.035
238.725,33.035
238.77,33.035
238.815,33.035
238.86,33.035
238.905,33.035
238.95,33.035
238.995,33.035
239.04,33.035
239.085,33.035
239.13,33.035
239.175,33.035
239.22,33.035
239.265,33.035
239.31,33.035
239.355,33.035
239.4,33.035
239.445,33.035
239.49,33.035
239.535,33.035
239.58,33.035
239.625,33.035
239.67,33.035
239.715,33.035
239.76,33.035
239.805,33.035
239.85,33.035
239.895,33.035
239.94,33.035
239.985,33.035
240.03,33.035
240.075,33.035
240.12,33.035
240.165,33.035
240.21,33.035
240.255,33.035
240.3,33.035
240.345,33.035
240.39,33.035
240.435,33.035
240.48,33.035
240.525,33.035
240.57,33.035
240.615,33.035
240.66,33.035
240.705,33.035
240.75,33.035
240.795,33.035
240.84,33.035
240.885,33.035
240.93,33.035
240.975,33.035
241.02,33.035
241.065,33.035
241.11,33.035
241.155,33.035
241.2,33.035
241.245,33.035
241.29,33.035
241.335,33.035
241.38,33.035
241.425,33.035
241.47,33.035
241.515,33.035
241.56,33.035
241.605,33.035
241.65,33.035
241.695,33.035
241.74,33.035
241.785,33.035
241.83,33.035
241.875,33.035
241.92,33.035
241.965,33.035
242.01,33.035
242.055,33.035
242.1,33.035
242.145,33.035
242.19,33.035
242.235,33.035
242.28,33.035
242.325,33.035
242.37,33.035
242.415,33.035
242.46,33.035
242.505,33.035
242.55,33.035
242.595,33.035
242.64,33.035
242.685,33.035
242.73,33.035
242.775,33.035
242.82,33.035
242.865,33.035
242.91,33.035
242.955,33.035
243,33.035
237.96,33.08
238.005,33.08
238.05,33.08
238.095,33.08
238.14,33.08
238.185,33.08
238.23,33.08
238.275,33.08
238.32,33.08
238.365,33.08
238.41,33.08
238.455,33.08
238.5,33.08
238.545,33.08
238.59,33.08
238.635,33.08
238.68,33.08
238.725,33.08
238.77,33.08
238.815,33.08
238.86,33.08
238.905,33.08
238.95,33.08
238.995,33.08
239.04,33.08
239.085,33.08
239.13,33.08
239.175,33.08
239.22,33.08
239.265,33.08
239.31,33.08
239.355,33.08
239.4,33.08
239.445,33.08
239.49,33.08
239.535,33.08
239.58,33.08
239.625,33.08
239.67,33.08
239.715,33.08
239.76,33.08
239.805,33.08
239.85,33.08
239.895,33.08
239.94,33.08
239.985,33.08
240.03,33.08
240.075,33.08
240.12,33.08
240.165,33.08
240.21,33.08
240.255,33.08
240.3,33.08
240.345,33.08
240.39,33.08
240.435,33.08
240.48,33.08
240.525,33.08
240.57,33.08
240.615,33.08
240.66,33.08
240.705,33.08
240.75,33.08
240.795,33.08
240.84,33.08
240.885,33.08
240.93,33.08
240.975,33.08
241.02,33.08
241.065,33.08
241.11,33.08
241.155,33.08
241.2,33.08
241.245,33.08
241.29,33.08
241.335,33.08
241.38,33.08
241.425,33.08
241.47,33.08
241.515,33.08
241.56,33.08
241.605,33.08
241.65,33.08
241.695,33.08
241.74,33.08
241.785,33.08
241.83,33.08
241.875,33.08
241.92,33.08
241.965,33.08
242.01,33.08
242.055,33.08
242.1,33.08
242.145,33.08
242.19,33.08
242.235,33.08
242.28,33.08
242.325,33.08
242.37,33.08
242.415,33.08
242.46,33.08
242.505,33.08
242.55,33.08
242.595,33.08
242.64,33.08
242.685,33.08
242.73,33.08
242.775,33.08
242.82,33.08
242.865,33.08
242.91,33.08
242.955,33.08
243,33.08
237.915,33.125
237.96,33.125
238.005,33.125
238.05,33.125
238.095,33.125
238.14,33.125
238.185,33.125
238.23,33.125
238.275,33.125
238.32,33.125
238.365,33.125
238.41,33.125
238.455,33.125
238.5,33.125
238.545,33.125
238.59,33.125
238.635,33.125
238.68,33.125
238.725,33.125
238.77,33.125
238.815,33.125
238.86,33.125
238.905,33.125
238.95,33.125
238.995,33.125
239.04,33.125
239.085,33.125
239.13,33.125
239.175,33.125
239.22,33.125
239.265,33.125
239.31,33.125
239.355,33.125
239.4,33.125
239.445,33.125
239.49,33.125
239.535,33.125
239.58,33.125
239.625,33.125
239.67,33.125
239.715,33.125
239.76,33.125
239.805,33.125
239.85,33.125
239.895,33.125
239.94,33.125
239.985,33.125
240.03,33.125
240.075,33.125
240.12,33.125
240.165,33.125
240.21,33.125
240.255,33.125
240.3,33.125
240.345,33.125
240.39,33.125
240.435,33.125
240.48,33.125
240.525,33.125
240.57,33.125
240.615,33.125
240.66,33.125
240.705,33.125
240.75,33.125
240.795,33.125
240.84,33.125
240.885,33.125
240.93,33.125
240.975,33.125
241.02,33.125
241.065,33.125
241.11,33.125
241.155,33.125
241.2,33.125
241.245,33.125
241.29,33.125
241.335,33.125
241.38,33.125
241.425,33.125
241.47,33.125
241.515,33.125
241.56,33.125
241.605,33.125
241.65,33.125
241.695,33.125
241.74,33.125
241.785,33.125
241.83,33.125
241.875,33.125
241.92,33.125
241.965,33.125
242.01,33.125
242.055,33.125
242.1,33.125
242.145,33.125
242.19,33.125
242.235,33.125
242.28,33.125
242.325,33.125
242.37,33.125
242.415,33.125
242.46,33.125
242.505,33.125
242.55,33.125
242.595,33.125
242.64,33.125
242.685,33.125
242.73,33.125
242.775,33.125
242.82,33.125
242.865,33.125
242.91,33.125
242.955,33.125
243,33.125
237.87,33.17
237.915,33.17
237.96,33.17
238.005,33.17
238.05,33.17
238.095,33.17
238.14,33.17
238.185,33.17
238.23,33.17
238.275,33.17
238.32,33.17
238.365,33.17
238.41,33.17
238.455,33.17
238.5,33.17
238.545,33.17
238.59,33.17
238.635,33.17
238.68,33.17
238.725,33.17
238.77,33.17
238.815,33.17
238.86,33.17
238.905,33.17
238.95,33.17
238.995,33.17
239.04,33.17
239.085,33.17
239.13,33.17
239.175,33.17
239.22,33.17
239.265,33.17
239.31,33.17
239.355,33.17
239.4,33.17
239.445,33.17
239.49,33.17
239.535,33.17
239.58,33.17
239.625,33.17
239.67,33.17
239.715,33.17
239.76,33.17
239.805,33.17
239.85,33.17
239.895,33.17
239.94,33.17
239.985,33.17
240.03,33.17
240.075,33.17
240.12,33.17
240.165,33.17
240.21,33.17
240.255,33.17
240.3,33.17
240.345,33.17
240.39,33.17
240.435,33.17
240.48,33.17
240.525,33.17
240.57,33.17
240.615,33.17
240.66,33.17
240.705,33.17
240.75,33.17
240.795,33.17
240.84,33.17
240.885,33.17
240.93,33.17
240.975,33.17
241.02,33.17
241.065,33.17
241.11,33.17
241.155,33.17
241.2,33.17
241.245,33.17
241.29,33.17
241.335,33.17
241.38,33.17
241.425,33.17
241.47,33.17
241.515,33.17
241.56,33.17
241.605,33.17
241.65,33.17
241.695,33.17
241.74,33.17
241.785,33.17
241.83,33.17
241.875,33.17
241.92,33.17
241.965,33.17
242.01,33.17
242.055,33.17
242.1,33.17
242.145,33.17
242.19,33.17
242.235,33.17
242.28,33.17
242.325,33.17
242.37,33.17
242.415,33.17
242.46,33.17
242.505,33.17
242.55,33.17
242.595,33.17
242.64,33.17
242.685,33.17
242.73,33.17
242.775,33.17
242.82,33.17
242.865,33.17
242.91,33.17
242.955,33.17
243,33.17
237.87,33.215
237.915,33.215
237.96,33.215
238.005,33.215
238.05,33.215
238.095,33.215
238.14,33.215
238.185,33.215
238.23,33.215
238.275,33.215
238.32,33.215
238.365,33.215
238.41,33.215
238.455,33.215
238.5,33.215
238.545,33.215
238.59,33.215
238.635,33.215
238.68,33.215
