"V1","V2"
237.375,35.375
237.42,35.375
237.465,35.375
237.51,35.375
237.555,35.375
237.6,35.375
237.645,35.375
237.69,35.375
237.735,35.375
237.78,35.375
237.825,35.375
237.87,35.375
237.915,35.375
237.96,35.375
238.005,35.375
238.05,35.375
238.095,35.375
238.14,35.375
238.185,35.375
238.23,35.375
238.275,35.375
238.32,35.375
238.365,35.375
238.41,35.375
238.455,35.375
238.5,35.375
238.545,35.375
238.59,35.375
238.635,35.375
238.68,35.375
238.725,35.375
238.77,35.375
238.815,35.375
238.86,35.375
238.905,35.375
238.95,35.375
238.995,35.375
239.04,35.375
239.085,35.375
239.13,35.375
239.175,35.375
239.22,35.375
239.265,35.375
239.31,35.375
239.355,35.375
239.4,35.375
239.445,35.375
239.49,35.375
239.535,35.375
239.58,35.375
239.625,35.375
239.67,35.375
239.715,35.375
239.76,35.375
239.805,35.375
239.85,35.375
239.895,35.375
239.94,35.375
239.985,35.375
240.03,35.375
240.075,35.375
240.12,35.375
240.165,35.375
240.21,35.375
240.255,35.375
240.3,35.375
240.345,35.375
240.39,35.375
240.435,35.375
240.48,35.375
240.525,35.375
240.57,35.375
240.615,35.375
240.66,35.375
240.705,35.375
240.75,35.375
240.795,35.375
240.84,35.375
240.885,35.375
240.93,35.375
240.975,35.375
241.02,35.375
241.065,35.375
241.11,35.375
241.155,35.375
241.2,35.375
241.245,35.375
241.29,35.375
241.335,35.375
241.38,35.375
241.425,35.375
241.47,35.375
241.515,35.375
241.56,35.375
241.605,35.375
241.65,35.375
241.695,35.375
241.74,35.375
241.785,35.375
241.83,35.375
241.875,35.375
241.92,35.375
241.965,35.375
242.01,35.375
242.055,35.375
242.1,35.375
242.145,35.375
242.19,35.375
242.235,35.375
242.28,35.375
242.325,35.375
242.37,35.375
242.415,35.375
242.46,35.375
242.505,35.375
242.55,35.375
242.595,35.375
242.64,35.375
242.685,35.375
242.73,35.375
242.775,35.375
242.82,35.375
242.865,35.375
242.91,35.375
242.955,35.375
243,35.375
236.07,35.42
236.115,35.42
236.16,35.42
236.205,35.42
236.25,35.42
236.295,35.42
236.34,35.42
236.385,35.42
236.43,35.42
236.475,35.42
236.52,35.42
236.565,35.42
236.61,35.42
236.655,35.42
236.7,35.42
236.745,35.42
236.79,35.42
236.835,35.42
236.88,35.42
236.925,35.42
236.97,35.42
237.015,35.42
237.06,35.42
237.105,35.42
237.15,35.42
237.195,35.42
237.24,35.42
237.285,35.42
237.33,35.42
237.375,35.42
237.42,35.42
237.465,35.42
237.51,35.42
237.555,35.42
237.6,35.42
237.645,35.42
237.69,35.42
237.735,35.42
237.78,35.42
237.825,35.42
237.87,35.42
237.915,35.42
237.96,35.42
238.005,35.42
238.05,35.42
238.095,35.42
238.14,35.42
238.185,35.42
238.23,35.42
238.275,35.42
238.32,35.42
238.365,35.42
238.41,35.42
238.455,35.42
238.5,35.42
238.545,35.42
238.59,35.42
238.635,35.42
238.68,35.42
238.725,35.42
238.77,35.42
238.815,35.42
238.86,35.42
238.905,35.42
238.95,35.42
238.995,35.42
239.04,35.42
239.085,35.42
239.13,35.42
239.175,35.42
239.22,35.42
239.265,35.42
239.31,35.42
239.355,35.42
239.4,35.42
239.445,35.42
239.49,35.42
239.535,35.42
239.58,35.42
239.625,35.42
239.67,35.42
239.715,35.42
239.76,35.42
239.805,35.42
239.85,35.42
239.895,35.42
239.94,35.42
239.985,35.42
240.03,35.42
240.075,35.42
240.12,35.42
240.165,35.42
240.21,35.42
240.255,35.42
240.3,35.42
240.345,35.42
240.39,35.42
240.435,35.42
240.48,35.42
240.525,35.42
240.57,35.42
240.615,35.42
240.66,35.42
240.705,35.42
240.75,35.42
240.795,35.42
240.84,35.42
240.885,35.42
240.93,35.42
240.975,35.42
241.02,35.42
241.065,35.42
241.11,35.42
241.155,35.42
241.2,35.42
241.245,35.42
241.29,35.42
241.335,35.42
241.38,35.42
241.425,35.42
241.47,35.42
241.515,35.42
241.56,35.42
241.605,35.42
241.65,35.42
241.695,35.42
241.74,35.42
241.785,35.42
241.83,35.42
241.875,35.42
241.92,35.42
241.965,35.42
242.01,35.42
242.055,35.42
242.1,35.42
242.145,35.42
242.19,35.42
242.235,35.42
242.28,35.42
242.325,35.42
242.37,35.42
242.415,35.42
242.46,35.42
242.505,35.42
242.55,35.42
242.595,35.42
242.64,35.42
242.685,35.42
242.73,35.42
242.775,35.42
242.82,35.42
242.865,35.42
242.91,35.42
242.955,35.42
243,35.42
236.07,35.465
236.115,35.465
236.16,35.465
236.205,35.465
236.25,35.465
236.295,35.465
236.34,35.465
236.385,35.465
236.43,35.465
236.475,35.465
236.52,35.465
236.565,35.465
236.61,35.465
236.655,35.465
236.7,35.465
236.745,35.465
236.79,35.465
236.835,35.465
236.88,35.465
236.925,35.465
236.97,35.465
237.015,35.465
237.06,35.465
237.105,35.465
237.15,35.465
237.195,35.465
237.24,35.465
237.285,35.465
237.33,35.465
237.375,35.465
237.42,35.465
237.465,35.465
237.51,35.465
237.555,35.465
237.6,35.465
237.645,35.465
237.69,35.465
237.735,35.465
237.78,35.465
237.825,35.465
237.87,35.465
237.915,35.465
237.96,35.465
238.005,35.465
238.05,35.465
238.095,35.465
238.14,35.465
238.185,35.465
238.23,35.465
238.275,35.465
238.32,35.465
238.365,35.465
238.41,35.465
238.455,35.465
238.5,35.465
238.545,35.465
238.59,35.465
238.635,35.465
238.68,35.465
238.725,35.465
238.77,35.465
238.815,35.465
238.86,35.465
238.905,35.465
238.95,35.465
238.995,35.465
239.04,35.465
239.085,35.465
239.13,35.465
239.175,35.465
239.22,35.465
239.265,35.465
239.31,35.465
239.355,35.465
239.4,35.465
239.445,35.465
239.49,35.465
239.535,35.465
239.58,35.465
239.625,35.465
239.67,35.465
239.715,35.465
239.76,35.465
239.805,35.465
239.85,35.465
239.895,35.465
239.94,35.465
239.985,35.465
240.03,35.465
240.075,35.465
240.12,35.465
240.165,35.465
240.21,35.465
240.255,35.465
240.3,35.465
240.345,35.465
240.39,35.465
240.435,35.465
240.48,35.465
240.525,35.465
240.57,35.465
240.615,35.465
240.66,35.465
240.705,35.465
240.75,35.465
240.795,35.465
240.84,35.465
240.885,35.465
240.93,35.465
240.975,35.465
241.02,35.465
241.065,35.465
241.11,35.465
241.155,35.465
241.2,35.465
241.245,35.465
241.29,35.465
241.335,35.465
241.38,35.465
241.425,35.465
241.47,35.465
241.515,35.465
241.56,35.465
241.605,35.465
241.65,35.465
241.695,35.465
241.74,35.465
241.785,35.465
241.83,35.465
241.875,35.465
241.92,35.465
241.965,35.465
242.01,35.465
242.055,35.465
242.1,35.465
242.145,35.465
242.19,35.465
242.235,35.465
242.28,35.465
242.325,35.465
242.37,35.465
242.415,35.465
242.46,35.465
242.505,35.465
242.55,35.465
242.595,35.465
242.64,35.465
242.685,35.465
242.73,35.465
242.775,35.465
242.82,35.465
242.865,35.465
242.91,35.465
242.955,35.465
243,35.465
236.025,35.51
236.07,35.51
236.115,35.51
236.16,35.51
236.205,35.51
236.25,35.51
236.295,35.51
236.34,35.51
236.385,35.51
236.43,35.51
236.475,35.51
236.52,35.51
236.565,35.51
236.61,35.51
236.655,35.51
236.7,35.51
236.745,35.51
236.79,35.51
236.835,35.51
236.88,35.51
236.925,35.51
236.97,35.51
237.015,35.51
237.06,35.51
237.105,35.51
237.15,35.51
237.195,35.51
237.24,35.51
237.285,35.51
237.33,35.51
237.375,35.51
237.42,35.51
237.465,35.51
237.51,35.51
237.555,35.51
237.6,35.51
237.645,35.51
237.69,35.51
237.735,35.51
237.78,35.51
237.825,35.51
237.87,35.51
237.915,35.51
237.96,35.51
238.005,35.51
238.05,35.51
238.095,35.51
238.14,35.51
238.185,35.51
238.23,35.51
238.275,35.51
238.32,35.51
238.365,35.51
238.41,35.51
238.455,35.51
238.5,35.51
238.545,35.51
238.59,35.51
238.635,35.51
238.68,35.51
238.725,35.51
238.77,35.51
238.815,35.51
238.86,35.51
238.905,35.51
238.95,35.51
238.995,35.51
239.04,35.51
239.085,35.51
239.13,35.51
239.175,35.51
239.22,35.51
239.265,35.51
239.31,35.51
239.355,35.51
239.4,35.51
239.445,35.51
239.49,35.51
239.535,35.51
239.58,35.51
239.625,35.51
239.67,35.51
239.715,35.51
239.76,35.51
239.805,35.51
239.85,35.51
239.895,35.51
239.94,35.51
239.985,35.51
240.03,35.51
240.075,35.51
240.12,35.51
240.165,35.51
240.21,35.51
240.255,35.51
240.3,35.51
240.345,35.51
240.39,35.51
240.435,35.51
240.48,35.51
240.525,35.51
240.57,35.51
240.615,35.51
240.66,35.51
240.705,35.51
240.75,35.51
240.795,35.51
240.84,35.51
240.885,35.51
240.93,35.51
240.975,35.51
241.02,35.51
241.065,35.51
241.11,35.51
241.155,35.51
241.2,35.51
241.245,35.51
241.29,35.51
241.335,35.51
241.38,35.51
241.425,35.51
241.47,35.51
241.515,35.51
241.56,35.51
241.605,35.51
241.65,35.51
241.695,35.51
241.74,35.51
241.785,35.51
241.83,35.51
241.875,35.51
241.92,35.51
241.965,35.51
242.01,35.51
242.055,35.51
242.1,35.51
242.145,35.51
242.19,35.51
242.235,35.51
242.28,35.51
242.325,35.51
242.37,35.51
242.415,35.51
242.46,35.51
242.505,35.51
242.55,35.51
242.595,35.51
242.64,35.51
242.685,35.51
242.73,35.51
242.775,35.51
242.82,35.51
242.865,35.51
242.91,35.51
242.955,35.51
243,35.51
235.98,35.555
236.025,35.555
236.07,35.555
236.115,35.555
236.16,35.555
236.205,35.555
236.25,35.555
236.295,35.555
236.34,35.555
236.385,35.555
236.43,35.555
236.475,35.555
236.52,35.555
236.565,35.555
236.61,35.555
236.655,35.555
236.7,35.555
236.745,35.555
236.79,35.555
236.835,35.555
236.88,35.555
236.925,35.555
236.97,35.555
237.015,35.555
237.06,35.555
237.105,35.555
237.15,35.555
237.195,35.555
237.24,35.555
237.285,35.555
237.33,35.555
237.375,35.555
237.42,35.555
237.465,35.555
237.51,35.555
237.555,35.555
237.6,35.555
237.645,35.555
237.69,35.555
237.735,35.555
237.78,35.555
237.825,35.555
237.87,35.555
237.915,35.555
237.96,35.555
238.005,35.555
238.05,35.555
238.095,35.555
238.14,35.555
238.185,35.555
238.23,35.555
238.275,35.555
238.32,35.555
238.365,35.555
238.41,35.555
238.455,35.555
238.5,35.555
238.545,35.555
238.59,35.555
238.635,35.555
238.68,35.555
238.725,35.555
238.77,35.555
238.815,35.555
238.86,35.555
238.905,35.555
238.95,35.555
238.995,35.555
239.04,35.555
239.085,35.555
239.13,35.555
239.175,35.555
239.22,35.555
239.265,35.555
239.31,35.555
239.355,35.555
239.4,35.555
239.445,35.555
239.49,35.555
239.535,35.555
239.58,35.555
239.625,35.555
239.67,35.555
239.715,35.555
239.76,35.555
239.805,35.555
239.85,35.555
239.895,35.555
239.94,35.555
239.985,35.555
240.03,35.555
240.075,35.555
240.12,35.555
240.165,35.555
240.21,35.555
240.255,35.555
240.3,35.555
240.345,35.555
240.39,35.555
240.435,35.555
240.48,35.555
240.525,35.555
240.57,35.555
240.615,35.555
240.66,35.555
240.705,35.555
240.75,35.555
240.795,35.555
240.84,35.555
240.885,35.555
240.93,35.555
240.975,35.555
241.02,35.555
241.065,35.555
241.11,35.555
241.155,35.555
241.2,35.555
241.245,35.555
241.29,35.555
241.335,35.555
241.38,35.555
241.425,35.555
241.47,35.555
241.515,35.555
241.56,35.555
241.605,35.555
241.65,35.555
241.695,35.555
241.74,35.555
241.785,35.555
241.83,35.555
241.875,35.555
241.92,35.555
241.965,35.555
242.01,35.555
242.055,35.555
242.1,35.555
242.145,35.555
242.19,35.555
242.235,35.555
242.28,35.555
242.325,35.555
242.37,35.555
242.415,35.555
242.46,35.555
242.505,35.555
242.55,35.555
242.595,35.555
242.64,35.555
242.685,35.555
242.73,35.555
242.775,35.555
242.82,35.555
242.865,35.555
242.91,35.555
242.955,35.555
243,35.555
235.935,35.6
235.98,35.6
236.025,35.6
236.07,35.6
236.115,35.6
236.16,35.6
236.205,35.6
236.25,35.6
236.295,35.6
236.34,35.6
236.385,35.6
236.43,35.6
236.475,35.6
236.52,35.6
236.565,35.6
236.61,35.6
236.655,35.6
236.7,35.6
236.745,35.6
236.79,35.6
236.835,35.6
236.88,35.6
236.925,35.6
236.97,35.6
237.015,35.6
237.06,35.6
237.105,35.6
237.15,35.6
237.195,35.6
237.24,35.6
237.285,35.6
237.33,35.6
237.375,35.6
237.42,35.6
237.465,35.6
237.51,35.6
237.555,35.6
237.6,35.6
237.645,35.6
237.69,35.6
237.735,35.6
237.78,35.6
237.825,35.6
237.87,35.6
237.915,35.6
237.96,35.6
238.005,35.6
238.05,35.6
238.095,35.6
238.14,35.6
238.185,35.6
238.23,35.6
238.275,35.6
238.32,35.6
238.365,35.6
238.41,35.6
238.455,35.6
238.5,35.6
238.545,35.6
238.59,35.6
238.635,35.6
238.68,35.6
238.725,35.6
238.77,35.6
238.815,35.6
238.86,35.6
238.905,35.6
238.95,35.6
238.995,35.6
239.04,35.6
239.085,35.6
239.13,35.6
239.175,35.6
239.22,35.6
239.265,35.6
239.31,35.6
239.355,35.6
239.4,35.6
239.445,35.6
239.49,35.6
239.535,35.6
239.58,35.6
239.625,35.6
239.67,35.6
239.715,35.6
239.76,35.6
239.805,35.6
239.85,35.6
239.895,35.6
239.94,35.6
239.985,35.6
240.03,35.6
240.075,35.6
240.12,35.6
240.165,35.6
240.21,35.6
240.255,35.6
240.3,35.6
240.345,35.6
240.39,35.6
240.435,35.6
240.48,35.6
240.525,35.6
240.57,35.6
240.615,35.6
240.66,35.6
240.705,35.6
240.75,35.6
240.795,35.6
240.84,35.6
240.885,35.6
240.93,35.6
240.975,35.6
241.02,35.6
241.065,35.6
241.11,35.6
241.155,35.6
241.2,35.6
241.245,35.6
241.29,35.6
241.335,35.6
241.38,35.6
241.425,35.6
241.47,35.6
241.515,35.6
241.56,35.6
241.605,35.6
241.65,35.6
241.695,35.6
241.74,35.6
241.785,35.6
241.83,35.6
241.875,35.6
241.92,35.6
241.965,35.6
242.01,35.6
242.055,35.6
242.1,35.6
242.145,35.6
242.19,35.6
242.235,35.6
242.28,35.6
242.325,35.6
242.37,35.6
242.415,35.6
242.46,35.6
242.505,35.6
242.55,35.6
242.595,35.6
242.64,35.6
242.685,35.6
242.73,35.6
242.775,35.6
242.82,35.6
242.865,35.6
242.91,35.6
242.955,35.6
243,35.6
235.89,35.645
235.935,35.645
235.98,35.645
236.025,35.645
236.07,35.645
236.115,35.645
236.16,35.645
236.205,35.645
236.25,35.645
236.295,35.645
236.34,35.645
236.385,35.645
236.43,35.645
236.475,35.645
236.52,35.645
236.565,35.645
236.61,35.645
236.655,35.645
236.7,35.645
236.745,35.645
236.79,35.645
236.835,35.645
236.88,35.645
236.925,35.645
236.97,35.645
237.015,35.645
237.06,35.645
237.105,35.645
237.15,35.645
237.195,35.645
237.24,35.645
237.285,35.645
237.33,35.645
237.375,35.645
237.42,35.645
237.465,35.645
237.51,35.645
237.555,35.645
237.6,35.645
237.645,35.645
237.69,35.645
237.735,35.645
237.78,35.645
237.825,35.645
237.87,35.645
237.915,35.645
237.96,35.645
238.005,35.645
238.05,35.645
238.095,35.645
238.14,35.645
238.185,35.645
238.23,35.645
238.275,35.645
238.32,35.645
238.365,35.645
238.41,35.645
238.455,35.645
238.5,35.645
238.545,35.645
238.59,35.645
238.635,35.645
238.68,35.645
238.725,35.645
238.77,35.645
238.815,35.645
238.86,35.645
238.905,35.645
238.95,35.645
238.995,35.645
239.04,35.645
239.085,35.645
239.13,35.645
239.175,35.645
239.22,35.645
239.265,35.645
239.31,35.645
239.355,35.645
239.4,35.645
239.445,35.645
239.49,35.645
239.535,35.645
239.58,35.645
239.625,35.645
239.67,35.645
239.715,35.645
239.76,35.645
239.805,35.645
239.85,35.645
239.895,35.645
239.94,35.645
239.985,35.645
240.03,35.645
240.075,35.645
240.12,35.645
240.165,35.645
240.21,35.645
240.255,35.645
240.3,35.645
240.345,35.645
240.39,35.645
240.435,35.645
240.48,35.645
240.525,35.645
240.57,35.645
240.615,35.645
240.66,35.645
240.705,35.645
240.75,35.645
240.795,35.645
240.84,35.645
240.885,35.645
240.93,35.645
240.975,35.645
241.02,35.645
241.065,35.645
241.11,35.645
241.155,35.645
241.2,35.645
241.245,35.645
241.29,35.645
241.335,35.645
241.38,35.645
241.425,35.645
241.47,35.645
241.515,35.645
241.56,35.645
241.605,35.645
241.65,35.645
241.695,35.645
241.74,35.645
241.785,35.645
241.83,35.645
241.875,35.645
241.92,35.645
241.965,35.645
242.01,35.645
242.055,35.645
242.1,35.645
242.145,35.645
242.19,35.645
242.235,35.645
242.28,35.645
242.325,35.645
242.37,35.645
242.415,35.645
242.46,35.645
242.505,35.645
242.55,35.645
242.595,35.645
242.64,35.645
242.685,35.645
242.73,35.645
242.775,35.645
242.82,35.645
242.865,35.645
242.91,35.645
242.955,35.645
243,35.645
235.89,35.69
235.935,35.69
235.98,35.69
236.025,35.69
236.07,35.69
236.115,35.69
236.16,35.69
236.205,35.69
236.25,35.69
236.295,35.69
236.34,35.69
236.385,35.69
236.43,35.69
236.475,35.69
236.52,35.69
236.565,35.69
236.61,35.69
236.655,35.69
236.7,35.69
236.745,35.69
236.79,35.69
236.835,35.69
236.88,35.69
236.925,35.69
236.97,35.69
237.015,35.69
237.06,35.69
237.105,35.69
237.15,35.69
237.195,35.69
237.24,35.69
237.285,35.69
237.33,35.69
237.375,35.69
237.42,35.69
237.465,35.69
237.51,35.69
237.555,35.69
237.6,35.69
237.645,35.69
237.69,35.69
237.735,35.69
237.78,35.69
237.825,35.69
237.87,35.69
237.915,35.69
237.96,35.69
238.005,35.69
238.05,35.69
238.095,35.69
238.14,35.69
238.185,35.69
238.23,35.69
238.275,35.69
238.32,35.69
238.365,35.69
238.41,35.69
238.455,35.69
238.5,35.69
238.545,35.69
238.59,35.69
238.635,35.69
238.68,35.69
238.725,35.69
238.77,35.69
238.815,35.69
238.86,35.69
238.905,35.69
238.95,35.69
238.995,35.69
239.04,35.69
239.085,35.69
239.13,35.69
239.175,35.69
239.22,35.69
239.265,35.69
239.31,35.69
239.355,35.69
239.4,35.69
239.445,35.69
239.49,35.69
239.535,35.69
239.58,35.69
239.625,35.69
239.67,35.69
239.715,35.69
239.76,35.69
239.805,35.69
239.85,35.69
239.895,35.69
239.94,35.69
239.985,35.69
240.03,35.69
240.075,35.69
240.12,35.69
240.165,35.69
240.21,35.69
240.255,35.69
240.3,35.69
240.345,35.69
240.39,35.69
240.435,35.69
240.48,35.69
240.525,35.69
240.57,35.69
240.615,35.69
240.66,35.69
240.705,35.69
240.75,35.69
240.795,35.69
240.84,35.69
240.885,35.69
240.93,35.69
240.975,35.69
241.02,35.69
241.065,35.69
241.11,35.69
241.155,35.69
241.2,35.69
241.245,35.69
241.29,35.69
241.335,35.69
241.38,35.69
241.425,35.69
241.47,35.69
241.515,35.69
241.56,35.69
241.605,35.69
241.65,35.69
241.695,35.69
241.74,35.69
241.785,35.69
241.83,35.69
241.875,35.69
241.92,35.69
241.965,35.69
242.01,35.69
242.055,35.69
242.1,35.69
242.145,35.69
242.19,35.69
242.235,35.69
242.28,35.69
242.325,35.69
242.37,35.69
242.415,35.69
242.46,35.69
242.505,35.69
242.55,35.69
242.595,35.69
242.64,35.69
242.685,35.69
242.73,35.69
242.775,35.69
242.82,35.69
242.865,35.69
242.91,35.69
242.955,35.69
243,35.69
235.845,35.735
235.89,35.735
235.935,35.735
235.98,35.735
236.025,35.735
236.07,35.735
236.115,35.735
236.16,35.735
236.205,35.735
236.25,35.735
236.295,35.735
236.34,35.735
236.385,35.735
236.43,35.735
236.475,35.735
236.52,35.735
236.565,35.735
236.61,35.735
236.655,35.735
236.7,35.735
236.745,35.735
236.79,35.735
236.835,35.735
236.88,35.735
236.925,35.735
236.97,35.735
237.015,35.735
237.06,35.735
237.105,35.735
237.15,35.735
237.195,35.735
237.24,35.735
237.285,35.735
237.33,35.735
237.375,35.735
237.42,35.735
237.465,35.735
237.51,35.735
237.555,35.735
237.6,35.735
237.645,35.735
237.69,35.735
237.735,35.735
237.78,35.735
237.825,35.735
237.87,35.735
237.915,35.735
237.96,35.735
238.005,35.735
238.05,35.735
238.095,35.735
238.14,35.735
238.185,35.735
238.23,35.735
238.275,35.735
238.32,35.735
238.365,35.735
238.41,35.735
238.455,35.735
238.5,35.735
238.545,35.735
238.59,35.735
238.635,35.735
238.68,35.735
238.725,35.735
238.77,35.735
238.815,35.735
238.86,35.735
238.905,35.735
238.95,35.735
238.995,35.735
239.04,35.735
239.085,35.735
239.13,35.735
239.175,35.735
239.22,35.735
239.265,35.735
239.31,35.735
239.355,35.735
239.4,35.735
239.445,35.735
239.49,35.735
239.535,35.735
239.58,35.735
239.625,35.735
239.67,35.735
239.715,35.735
239.76,35.735
239.805,35.735
239.85,35.735
239.895,35.735
239.94,35.735
239.985,35.735
240.03,35.735
240.075,35.735
240.12,35.735
240.165,35.735
240.21,35.735
240.255,35.735
240.3,35.735
240.345,35.735
240.39,35.735
240.435,35.735
240.48,35.735
240.525,35.735
240.57,35.735
240.615,35.735
240.66,35.735
240.705,35.735
240.75,35.735
240.795,35.735
240.84,35.735
240.885,35.735
240.93,35.735
240.975,35.735
241.02,35.735
241.065,35.735
241.11,35.735
241.155,35.735
241.2,35.735
241.245,35.735
241.29,35.735
241.335,35.735
241.38,35.735
241.425,35.735
241.47,35.735
241.515,35.735
241.56,35.735
241.605,35.735
241.65,35.735
241.695,35.735
241.74,35.735
241.785,35.735
241.83,35.735
241.875,35.735
241.92,35.735
241.965,35.735
242.01,35.735
242.055,35.735
242.1,35.735
242.145,35.735
242.19,35.735
242.235,35.735
242.28,35.735
242.325,35.735
242.37,35.735
242.415,35.735
242.46,35.735
242.505,35.735
242.55,35.735
242.595,35.735
242.64,35.735
242.685,35.735
242.73,35.735
242.775,35.735
242.82,35.735
242.865,35.735
242.91,35.735
242.955,35.735
243,35.735
235.8,35.78
235.845,35.78
235.89,35.78
235.935,35.78
235.98,35.78
236.025,35.78
236.07,35.78
236.115,35.78
236.16,35.78
236.205,35.78
236.25,35.78
236.295,35.78
236.34,35.78
236.385,35.78
236.43,35.78
236.475,35.78
236.52,35.78
236.565,35.78
236.61,35.78
236.655,35.78
236.7,35.78
236.745,35.78
236.79,35.78
236.835,35.78
236.88,35.78
236.925,35.78
236.97,35.78
237.015,35.78
237.06,35.78
237.105,35.78
237.15,35.78
237.195,35.78
237.24,35.78
237.285,35.78
237.33,35.78
237.375,35.78
237.42,35.78
237.465,35.78
237.51,35.78
237.555,35.78
237.6,35.78
237.645,35.78
237.69,35.78
237.735,35.78
237.78,35.78
237.825,35.78
237.87,35.78
237.915,35.78
237.96,35.78
238.005,35.78
238.05,35.78
238.095,35.78
238.14,35.78
238.185,35.78
238.23,35.78
238.275,35.78
238.32,35.78
238.365,35.78
238.41,35.78
238.455,35.78
238.5,35.78
238.545,35.78
238.59,35.78
238.635,35.78
238.68,35.78
238.725,35.78
238.77,35.78
238.815,35.78
238.86,35.78
238.905,35.78
238.95,35.78
238.995,35.78
239.04,35.78
239.085,35.78
239.13,35.78
239.175,35.78
239.22,35.78
239.265,35.78
239.31,35.78
239.355,35.78
239.4,35.78
239.445,35.78
239.49,35.78
239.535,35.78
239.58,35.78
239.625,35.78
239.67,35.78
239.715,35.78
239.76,35.78
239.805,35.78
239.85,35.78
239.895,35.78
239.94,35.78
239.985,35.78
240.03,35.78
240.075,35.78
240.12,35.78
240.165,35.78
240.21,35.78
240.255,35.78
240.3,35.78
240.345,35.78
240.39,35.78
240.435,35.78
240.48,35.78
240.525,35.78
240.57,35.78
240.615,35.78
240.66,35.78
240.705,35.78
240.75,35.78
240.795,35.78
240.84,35.78
240.885,35.78
240.93,35.78
240.975,35.78
241.02,35.78
241.065,35.78
241.11,35.78
241.155,35.78
241.2,35.78
241.245,35.78
241.29,35.78
241.335,35.78
241.38,35.78
241.425,35.78
241.47,35.78
241.515,35.78
241.56,35.78
241.605,35.78
241.65,35.78
241.695,35.78
241.74,35.78
241.785,35.78
241.83,35.78
241.875,35.78
241.92,35.78
241.965,35.78
242.01,35.78
242.055,35.78
242.1,35.78
242.145,35.78
242.19,35.78
242.235,35.78
242.28,35.78
242.325,35.78
242.37,35.78
242.415,35.78
242.46,35.78
242.505,35.78
242.55,35.78
242.595,35.78
242.64,35.78
242.685,35.78
242.73,35.78
242.775,35.78
242.82,35.78
242.865,35.78
242.91,35.78
242.955,35.78
243,35.78
235.755,35.825
235.8,35.825
235.845,35.825
235.89,35.825
235.935,35.825
235.98,35.825
236.025,35.825
236.07,35.825
236.115,35.825
236.16,35.825
236.205,35.825
236.25,35.825
236.295,35.825
236.34,35.825
236.385,35.825
236.43,35.825
236.475,35.825
236.52,35.825
236.565,35.825
236.61,35.825
236.655,35.825
236.7,35.825
236.745,35.825
236.79,35.825
236.835,35.825
236.88,35.825
236.925,35.825
236.97,35.825
237.015,35.825
237.06,35.825
237.105,35.825
237.15,35.825
237.195,35.825
237.24,35.825
237.285,35.825
237.33,35.825
237.375,35.825
237.42,35.825
237.465,35.825
237.51,35.825
237.555,35.825
237.6,35.825
237.645,35.825
237.69,35.825
237.735,35.825
237.78,35.825
237.825,35.825
237.87,35.825
237.915,35.825
237.96,35.825
238.005,35.825
238.05,35.825
238.095,35.825
238.14,35.825
238.185,35.825
238.23,35.825
238.275,35.825
238.32,35.825
238.365,35.825
238.41,35.825
238.455,35.825
238.5,35.825
238.545,35.825
238.59,35.825
238.635,35.825
238.68,35.825
238.725,35.825
238.77,35.825
238.815,35.825
238.86,35.825
238.905,35.825
238.95,35.825
238.995,35.825
239.04,35.825
239.085,35.825
239.13,35.825
239.175,35.825
239.22,35.825
239.265,35.825
239.31,35.825
239.355,35.825
239.4,35.825
239.445,35.825
239.49,35.825
239.535,35.825
239.58,35.825
239.625,35.825
239.67,35.825
239.715,35.825
239.76,35.825
239.805,35.825
239.85,35.825
239.895,35.825
239.94,35.825
239.985,35.825
240.03,35.825
240.075,35.825
240.12,35.825
240.165,35.825
240.21,35.825
240.255,35.825
240.3,35.825
240.345,35.825
240.39,35.825
240.435,35.825
240.48,35.825
240.525,35.825
240.57,35.825
240.615,35.825
240.66,35.825
240.705,35.825
240.75,35.825
240.795,35.825
240.84,35.825
240.885,35.825
240.93,35.825
240.975,35.825
241.02,35.825
241.065,35.825
241.11,35.825
241.155,35.825
241.2,35.825
241.245,35.825
241.29,35.825
241.335,35.825
241.38,35.825
241.425,35.825
241.47,35.825
241.515,35.825
241.56,35.825
241.605,35.825
241.65,35.825
241.695,35.825
241.74,35.825
241.785,35.825
241.83,35.825
241.875,35.825
241.92,35.825
241.965,35.825
242.01,35.825
242.055,35.825
242.1,35.825
242.145,35.825
242.19,35.825
242.235,35.825
242.28,35.825
242.325,35.825
242.37,35.825
242.415,35.825
242.46,35.825
242.505,35.825
242.55,35.825
242.595,35.825
242.64,35.825
242.685,35.825
242.73,35.825
242.775,35.825
242.82,35.825
242.865,35.825
242.91,35.825
242.955,35.825
243,35.825
235.71,35.87
235.755,35.87
235.8,35.87
235.845,35.87
235.89,35.87
235.935,35.87
235.98,35.87
236.025,35.87
236.07,35.87
236.115,35.87
236.16,35.87
236.205,35.87
236.25,35.87
236.295,35.87
236.34,35.87
236.385,35.87
236.43,35.87
236.475,35.87
236.52,35.87
236.565,35.87
236.61,35.87
236.655,35.87
236.7,35.87
236.745,35.87
236.79,35.87
236.835,35.87
236.88,35.87
236.925,35.87
236.97,35.87
237.015,35.87
237.06,35.87
237.105,35.87
237.15,35.87
237.195,35.87
237.24,35.87
237.285,35.87
237.33,35.87
237.375,35.87
237.42,35.87
237.465,35.87
237.51,35.87
237.555,35.87
237.6,35.87
